book,chapter,verse,text
mark,10,20,ο δε αποκριθεις ειπεν αυτω διδασκαλε ταυτα παντα εφυλαξαμην εκ νεοτητος μου
mark,10,21,ο δε ιησους εμβλεψας αυτω ηγαπησεν αυτον και ειπεν αυτω εν σοι υστερει υπαγε οσα εχεις πωλησον και δος τοις πτωχοις και εξεις θησαυρον εν ουρανω και δευρο ακολουθει μοι αρας τον σταυρον
mark,10,22,ο δε στυγνασας επι τω λογω απηλθεν λυπουμενος ην γαρ εχων κτηματα πολλα
mark,10,23,και περιβλεψαμενος ο ιησους λεγει τοις μαθηταις αυτου πως δυσκολως οι τα χρηματα εχοντες εις την βασιλειαν του θεου εισελευσονται
mark,10,24,οι δε μαθηται εθαμβουντο επι τοις λογοις αυτου ο δε ιησους παλιν αποκριθεις λεγει αυτοις τεκνα πως δυσκολον εστιν τους πεποιθοτας επι τοις χρημασιν εις την βασιλειαν του θεου εισελθειν
mark,10,25,ευκοπωτερον εστιν καμηλον δια της τρυμαλιας της ραφιδος η πλουσιον εις την βασιλειαν του θεου εισελθειν
mark,10,26,οι δε περισσως εξεπλησσοντο λεγοντες προς εαυτους και τις δυναται σωθηναι
mark,10,27,εμβλεψας δε αυτοις ο ιησους λεγει παρα ανθρωποις αδυνατον αλλ ου παρα τω θεω παντα γαρ δυνατα εστιν παρα τω θεω
mark,10,28,και ηρξατο ο πετρος λεγειν αυτω ιδου ημεις αφηκαμεν παντα και ηκολουθησαμεν σοι
mark,10,29,αποκριθεις δε ο ιησους ειπεν αμην λεγω υμιν ουδεις εστιν ος αφηκεν οικιαν η αδελφους η αδελφας η πατερα η μητερα η γυναικα η τεκνα η αγρους ενεκεν εμου και του ευαγγελιου
mark,10,30,εαν μη λαβη εκατονταπλασιονα νυν εν τω καιρω τουτω οικιας και αδελφους και αδελφας και μητερας και τεκνα και αγρους μετα διωγμων και εν τω αιωνι τω ερχομενω ζωην αιωνιον
mark,10,31,πολλοι δε εσονται πρωτοι εσχατοι και οι εσχατοι πρωτοι
mark,10,32,ησαν δε εν τη οδω αναβαινοντες εις ιεροσολυμα και ην προαγων αυτους ο ιησους και εθαμβουντο και ακολουθουντες εφοβουντο και παραλαβων παλιν τους δωδεκα ηρξατο αυτοις λεγειν τα μελλοντα αυτω συμβαινειν
mark,10,33,οτι ιδου αναβαινομεν εις ιεροσολυμα και ο υιος του ανθρωπου παραδοθησεται τοις αρχιερευσιν και τοις γραμματευσιν και κατακρινουσιν αυτον θανατω και παραδωσουσιν αυτον τοις εθνεσιν
mark,10,34,και εμπαιξουσιν αυτω και μαστιγωσουσιν αυτον και εμπτυσουσιν αυτω και αποκτενουσιν αυτον και τη τριτη ημερα αναστησεται
mark,10,35,και προσπορευονται αυτω ιακωβος και ιωαννης οι υιοι ζεβεδαιου λεγοντες διδασκαλε θελομεν ινα ο εαν αιτησωμεν ποιησης ημιν
mark,10,36,ο δε ειπεν αυτοις τι θελετε ποιησαι με υμιν
mark,10,37,οι δε ειπον αυτω δος ημιν ινα εις εκ δεξιων σου και εις εξ ευωνυμων σου καθισωμεν εν τη δοξη σου
mark,10,38,ο δε ιησους ειπεν αυτοις ουκ οιδατε τι αιτεισθε δυνασθε πιειν το ποτηριον ο εγω πινω και το βαπτισμα ο εγω βαπτιζομαι βαπτισθηναι
mark,10,39,οι δε ειπον αυτω δυναμεθα ο δε ιησους ειπεν αυτοις το μεν ποτηριον ο εγω πινω πιεσθε και το βαπτισμα ο εγω βαπτιζομαι βαπτισθησεσθε
mark,10,40,το δε καθισαι εκ δεξιων μου και εξ ευωνυμων μου ουκ εστιν εμον δουναι αλλ οις ητοιμασται
mark,10,41,και ακουσαντες οι δεκα ηρξαντο αγανακτειν περι ιακωβου και ιωαννου
mark,10,42,ο δε ιησους προσκαλεσαμενος αυτους λεγει αυτοις οιδατε οτι οι δοκουντες αρχειν των εθνων κατακυριευουσιν αυτων και οι μεγαλοι αυτων κατεξουσιαζουσιν αυτων
mark,10,43,ουχ ουτως δε εσται εν υμιν αλλ ος εαν θελη γενεσθαι μεγας εν υμιν εσται διακονος υμων
mark,10,44,και ος αν θελη υμων γενεσθαι πρωτος εσται παντων δουλος
mark,10,45,και γαρ ο υιος του ανθρωπου ουκ ηλθεν διακονηθηναι αλλα διακονησαι και δουναι την ψυχην αυτου λυτρον αντι πολλων
mark,10,46,και ερχονται εις ιεριχω και εκπορευομενου αυτου απο ιεριχω και των μαθητων αυτου και οχλου ικανου υιος τιμαιου βαρτιμαιος ο τυφλος εκαθητο παρα την οδον προσαιτων
mark,10,47,και ακουσας οτι ιησους ο ναζωραιος εστιν ηρξατο κραζειν και λεγειν ο υιος δαβιδ ιησου ελεησον με
mark,10,48,και επετιμων αυτω πολλοι ινα σιωπηση ο δε πολλω μαλλον εκραζεν υιε δαβιδ ελεησον με
mark,10,49,και στας ο ιησους ειπεν αυτον φωνηθηναι και φωνουσιν τον τυφλον λεγοντες αυτω θαρσει εγειραι φωνει σε
mark,10,50,ο δε αποβαλων το ιματιον αυτου αναστας ηλθεν προς τον ιησουν
mark,10,51,και αποκριθεις λεγει αυτω ο ιησους τι θελεις ποιησω σοι ο δε τυφλος ειπεν αυτω ραββονι ινα αναβλεψω
mark,10,52,ο δε ιησους ειπεν αυτω υπαγε η πιστις σου σεσωκεν σε και ευθεως ανεβλεψεν και ηκολουθει τω ιησου εν τη οδω
mark,11,1,και οτε εγγιζουσιν εις ιερουσαλημ εις βηθφαγη και βηθανιαν προς το ορος των ελαιων αποστελλει δυο των μαθητων αυτου
mark,11,2,και λεγει αυτοις υπαγετε εις την κωμην την κατεναντι υμων και ευθεως εισπορευομενοι εις αυτην ευρησετε πωλον δεδεμενον εφ ον ουδεις ανθρωπων κεκαθικεν λυσαντες αυτον αγαγετε
mark,11,3,και εαν τις υμιν ειπη τι ποιειτε τουτο ειπατε οτι ο κυριος αυτου χρειαν εχει και ευθεως αυτον αποστελει ωδε
mark,11,4,απηλθον δε και ευρον τον πωλον δεδεμενον προς την θυραν εξω επι του αμφοδου και λυουσιν αυτον
mark,11,5,και τινες των εκει εστηκοτων ελεγον αυτοις τι ποιειτε λυοντες τον πωλον
mark,11,6,οι δε ειπον αυτοις καθως ενετειλατο ο ιησους και αφηκαν αυτους
mark,11,7,και ηγαγον τον πωλον προς τον ιησουν και επεβαλον αυτω τα ιματια αυτων και εκαθισεν επ αυτω
mark,11,8,πολλοι δε τα ιματια αυτων εστρωσαν εις την οδον αλλοι δε στοιβαδας εκοπτον εκ των δενδρων και εστρωννυον εις την οδον
mark,11,9,και οι προαγοντες και οι ακολουθουντες εκραζον λεγοντες ωσαννα ευλογημενος ο ερχομενος εν ονοματι κυριου
mark,11,10,ευλογημενη η ερχομενη βασιλεια εν ονοματι κυριου του πατρος ημων δαβιδ ωσαννα εν τοις υψιστοις
mark,11,11,και εισηλθεν εις ιεροσολυμα ο ιησους και εις το ιερον και περιβλεψαμενος παντα οψιας ηδη ουσης της ωρας εξηλθεν εις βηθανιαν μετα των δωδεκα
mark,11,12,και τη επαυριον εξελθοντων αυτων απο βηθανιας επεινασεν
mark,11,13,και ιδων συκην μακροθεν εχουσαν φυλλα ηλθεν ει αρα ευρησει τι εν αυτη και ελθων επ αυτην ουδεν ευρεν ει μη φυλλα ου γαρ ην καιρος συκων
mark,11,14,και αποκριθεις ο ιησους ειπεν αυτη μηκετι εκ σου εις τον αιωνα μηδεις καρπον φαγοι και ηκουον οι μαθηται αυτου
mark,11,15,και ερχονται εις ιεροσολυμα και εισελθων ο ιησους εις το ιερον ηρξατο εκβαλλειν τους πωλουντας και αγοραζοντας εν τω ιερω και τας τραπεζας των κολλυβιστων και τας καθεδρας των πωλουντων τας περιστερας κατεστρεψεν
mark,11,16,και ουκ ηφιεν ινα τις διενεγκη σκευος δια του ιερου
mark,11,17,και εδιδασκεν λεγων αυτοις ου γεγραπται οτι ο οικος μου οικος προσευχης κληθησεται πασιν τοις εθνεσιν υμεις δε εποιησατε αυτον σπηλαιον ληστων
mark,11,18,και ηκουσαν οι γραμματεις και οι αρχιερεις και εζητουν πως αυτον απολεσουσιν εφοβουντο γαρ αυτον οτι πας ο οχλος εξεπλησσετο επι τη διδαχη αυτου
mark,11,19,και οτε οψε εγενετο εξεπορευετο εξω της πολεως
mark,11,20,και πρωι παραπορευομενοι ειδον την συκην εξηραμμενην εκ ριζων
mark,11,21,και αναμνησθεις ο πετρος λεγει αυτω ραββι ιδε η συκη ην κατηρασω εξηρανται
mark,11,22,και αποκριθεις ιησους λεγει αυτοις εχετε πιστιν θεου
mark,11,23,αμην γαρ λεγω υμιν οτι ος αν ειπη τω ορει τουτω αρθητι και βληθητι εις την θαλασσαν και μη διακριθη εν τη καρδια αυτου αλλα πιστευση οτι α λεγει γινεται εσται αυτω ο εαν ειπη
mark,11,24,δια τουτο λεγω υμιν παντα οσα αν προσευχομενοι αιτεισθε πιστευετε οτι λαμβανετε και εσται υμιν
mark,11,25,και οταν στηκητε προσευχομενοι αφιετε ει τι εχετε κατα τινος ινα και ο πατηρ υμων ο εν τοις ουρανοις αφη υμιν τα παραπτωματα υμων
mark,11,26,ει δε υμεις ουκ αφιετε ουδε ο πατηρ υμων ο εν τοις ουρανοις αφησει τα παραπτωματα υμων
mark,11,27,και ερχονται παλιν εις ιεροσολυμα και εν τω ιερω περιπατουντος αυτου ερχονται προς αυτον οι αρχιερεις και οι γραμματεις και οι πρεσβυτεροι
mark,11,28,και λεγουσιν αυτω εν ποια εξουσια ταυτα ποιεις και τις σοι την εξουσιαν ταυτην εδωκεν ινα ταυτα ποιης
mark,11,29,ο δε ιησους αποκριθεις ειπεν αυτοις επερωτησω υμας καγω ενα λογον και αποκριθητε μοι και ερω υμιν εν ποια εξουσια ταυτα ποιω
mark,11,30,το βαπτισμα ιωαννου εξ ουρανου ην η εξ ανθρωπων αποκριθητε μοι
mark,11,31,και ελογιζοντο προς εαυτους λεγοντες εαν ειπωμεν εξ ουρανου ερει δια τι ουν ουκ επιστευσατε αυτω
mark,11,32,αλλ εαν ειπωμεν εξ ανθρωπων εφοβουντο τον λαον απαντες γαρ ειχον τον ιωαννην οτι οντως προφητης ην
mark,11,33,και αποκριθεντες λεγουσιν τω ιησου ουκ οιδαμεν και ο ιησους αποκριθεις λεγει αυτοις ουδε εγω λεγω υμιν εν ποια εξουσια ταυτα ποιω
mark,12,1,και ηρξατο αυτοις εν παραβολαις λεγειν αμπελωνα εφυτευσεν ανθρωπος και περιεθηκεν φραγμον και ωρυξεν υποληνιον και ωκοδομησεν πυργον και εξεδοτο αυτον γεωργοις και απεδημησεν
mark,12,2,και απεστειλεν προς τους γεωργους τω καιρω δουλον ινα παρα των γεωργων λαβη απο του καρπου του αμπελωνος
mark,12,3,οι δε λαβοντες αυτον εδειραν και απεστειλαν κενον
mark,12,4,και παλιν απεστειλεν προς αυτους αλλον δουλον κακεινον λιθοβολησαντες εκεφαλαιωσαν και απεστειλαν ητιμωμενον
mark,12,5,και παλιν αλλον απεστειλεν κακεινον απεκτειναν και πολλους αλλους τους μεν δεροντες τους δε αποκτεινοντες
mark,12,6,ετι ουν ενα υιον εχων αγαπητον αυτου απεστειλεν και αυτον προς αυτους εσχατον λεγων οτι εντραπησονται τον υιον μου
mark,12,7,εκεινοι δε οι γεωργοι ειπον προς εαυτους οτι ουτος εστιν ο κληρονομος δευτε αποκτεινωμεν αυτον και ημων εσται η κληρονομια
mark,12,8,και λαβοντες αυτον απεκτειναν και εξεβαλον εξω του αμπελωνος
mark,12,9,τι ουν ποιησει ο κυριος του αμπελωνος ελευσεται και απολεσει τους γεωργους και δωσει τον αμπελωνα αλλοις
mark,12,10,ουδε την γραφην ταυτην ανεγνωτε λιθον ον απεδοκιμασαν οι οικοδομουντες ουτος εγενηθη εις κεφαλην γωνιας
mark,12,11,παρα κυριου εγενετο αυτη και εστιν θαυμαστη εν οφθαλμοις ημων
mark,12,12,και εζητουν αυτον κρατησαι και εφοβηθησαν τον οχλον εγνωσαν γαρ οτι προς αυτους την παραβολην ειπεν και αφεντες αυτον απηλθον
mark,12,13,και αποστελλουσιν προς αυτον τινας των φαρισαιων και των ηρωδιανων ινα αυτον αγρευσωσιν λογω
mark,12,14,οι δε ελθοντες λεγουσιν αυτω διδασκαλε οιδαμεν οτι αληθης ει και ου μελει σοι περι ουδενος ου γαρ βλεπεις εις προσωπον ανθρωπων αλλ επ αληθειας την οδον του θεου διδασκεις εξεστιν κηνσον καισαρι δουναι η ου
mark,12,15,δωμεν η μη δωμεν ο δε ειδως αυτων την υποκρισιν ειπεν αυτοις τι με πειραζετε φερετε μοι δηναριον ινα ιδω
mark,12,16,οι δε ηνεγκαν και λεγει αυτοις τινος η εικων αυτη και η επιγραφη οι δε ειπον αυτω καισαρος
mark,12,17,και αποκριθεις ο ιησους ειπεν αυτοις αποδοτε τα καισαρος καισαρι και τα του θεου τω θεω και εθαυμασαν επ αυτω
mark,12,18,και ερχονται σαδδουκαιοι προς αυτον οιτινες λεγουσιν αναστασιν μη ειναι και επηρωτησαν αυτον λεγοντες
mark,12,19,διδασκαλε μωσης εγραψεν ημιν οτι εαν τινος αδελφος αποθανη και καταλιπη γυναικα και τεκνα μη αφη ινα λαβη ο αδελφος αυτου την γυναικα αυτου και εξαναστηση σπερμα τω αδελφω αυτου
mark,12,20,επτα αδελφοι ησαν και ο πρωτος ελαβεν γυναικα και αποθνησκων ουκ αφηκεν σπερμα
mark,12,21,και ο δευτερος ελαβεν αυτην και απεθανεν και ουδε αυτος αφηκεν σπερμα και ο τριτος ωσαυτως
mark,12,22,και ελαβον αυτην οι επτα και ουκ αφηκαν σπερμα εσχατη παντων απεθανεν και η γυνη
mark,12,23,εν τη ουν αναστασει οταν αναστωσιν τινος αυτων εσται γυνη οι γαρ επτα εσχον αυτην γυναικα
mark,12,24,και αποκριθεις ο ιησους ειπεν αυτοις ου δια τουτο πλανασθε μη ειδοτες τας γραφας μηδε την δυναμιν του θεου
mark,12,25,οταν γαρ εκ νεκρων αναστωσιν ουτε γαμουσιν ουτε γαμισκονται αλλ εισιν ως αγγελοι οι εν τοις ουρανοις
mark,12,26,περι δε των νεκρων οτι εγειρονται ουκ ανεγνωτε εν τη βιβλω μωσεως επι της βατου ως ειπεν αυτω ο θεος λεγων εγω ο θεος αβρααμ και ο θεος ισαακ και ο θεος ιακωβ
mark,12,27,ουκ εστιν ο θεος νεκρων αλλα θεος ζωντων υμεις ουν πολυ πλανασθε
mark,12,28,και προσελθων εις των γραμματεων ακουσας αυτων συζητουντων ειδως οτι καλως αυτοις απεκριθη επηρωτησεν αυτον ποια εστιν πρωτη πασων εντολη
mark,12,29,ο δε ιησους απεκριθη αυτω οτι πρωτη πασων των εντολων ακουε ισραηλ κυριος ο θεος ημων κυριος εις εστιν
mark,12,30,και αγαπησεις κυριον τον θεον σου εξ ολης της καρδιας σου και εξ ολης της ψυχης σου και εξ ολης της διανοιας σου και εξ ολης της ισχυος σου αυτη πρωτη εντολη
mark,12,31,και δευτερα ομοια αυτη αγαπησεις τον πλησιον σου ως σεαυτον μειζων τουτων αλλη εντολη ουκ εστιν
mark,12,32,και ειπεν αυτω ο γραμματευς καλως διδασκαλε επ αληθειας ειπας οτι εις εστιν θεος και ουκ εστιν αλλος πλην αυτου
mark,12,33,και το αγαπαν αυτον εξ ολης της καρδιας και εξ ολης της συνεσεως και εξ ολης της ψυχης και εξ ολης της ισχυος και το αγαπαν τον πλησιον ως εαυτον πλειον εστιν παντων των ολοκαυτωματων και των θυσιων
mark,12,34,και ο ιησους ιδων αυτον οτι νουνεχως απεκριθη ειπεν αυτω ου μακραν ει απο της βασιλειας του θεου και ουδεις ουκετι ετολμα αυτον επερωτησαι
mark,12,35,και αποκριθεις ο ιησους ελεγεν διδασκων εν τω ιερω πως λεγουσιν οι γραμματεις οτι ο χριστος υιος εστιν δαβιδ
mark,12,36,αυτος γαρ δαβιδ ειπεν εν τω πνευματι τω αγιω ειπεν ο κυριος τω κυριω μου καθου εκ δεξιων μου εως αν θω τους εχθρους σου υποποδιον των ποδων σου
mark,12,37,αυτος ουν δαβιδ λεγει αυτον κυριον και ποθεν υιος αυτου εστιν και ο πολυς οχλος ηκουεν αυτου ηδεως
mark,12,38,και ελεγεν αυτοις εν τη διδαχη αυτου βλεπετε απο των γραμματεων των θελοντων εν στολαις περιπατειν και ασπασμους εν ταις αγοραις
mark,12,39,και πρωτοκαθεδριας εν ταις συναγωγαις και πρωτοκλισιας εν τοις δειπνοις
mark,12,40,οι κατεσθιοντες τας οικιας των χηρων και προφασει μακρα προσευχομενοι ουτοι ληψονται περισσοτερον κριμα
mark,12,41,και καθισας ο ιησους κατεναντι του γαζοφυλακιου εθεωρει πως ο οχλος βαλλει χαλκον εις το γαζοφυλακιον και πολλοι πλουσιοι εβαλλον πολλα
mark,12,42,και ελθουσα μια χηρα πτωχη εβαλεν λεπτα δυο ο εστιν κοδραντης
mark,12,43,και προσκαλεσαμενος τους μαθητας αυτου λεγει αυτοις αμην λεγω υμιν οτι η χηρα αυτη η πτωχη πλειον παντων βεβληκεν των βαλοντων εις το γαζοφυλακιον
mark,12,44,παντες γαρ εκ του περισσευοντος αυτοις εβαλον αυτη δε εκ της υστερησεως αυτης παντα οσα ειχεν εβαλεν ολον τον βιον αυτης
mark,13,1,και εκπορευομενου αυτου εκ του ιερου λεγει αυτω εις των μαθητων αυτου διδασκαλε ιδε ποταποι λιθοι και ποταπαι οικοδομαι
mark,13,2,και ο ιησους αποκριθεις ειπεν αυτω βλεπεις ταυτας τας μεγαλας οικοδομας ου μη αφεθη λιθος επι λιθω ος ου μη καταλυθη
mark,13,3,και καθημενου αυτου εις το ορος των ελαιων κατεναντι του ιερου επηρωτων αυτον κατ ιδιαν πετρος και ιακωβος και ιωαννης και ανδρεας
mark,13,4,ειπε ημιν ποτε ταυτα εσται και τι το σημειον οταν μελλη παντα ταυτα συντελεισθαι
mark,13,5,ο δε ιησους αποκριθεις αυτοις ηρξατο λεγειν βλεπετε μη τις υμας πλανηση
mark,13,6,πολλοι γαρ ελευσονται επι τω ονοματι μου λεγοντες οτι εγω ειμι και πολλους πλανησουσιν
mark,13,7,οταν δε ακουσητε πολεμους και ακοας πολεμων μη θροεισθε δει γαρ γενεσθαι αλλ ουπω το τελος
mark,13,8,εγερθησεται γαρ εθνος επι εθνος και βασιλεια επι βασιλειαν και εσονται σεισμοι κατα τοπους και εσονται λιμοι και ταραχαι αρχαι ωδινων ταυτα
mark,13,9,βλεπετε δε υμεις εαυτους παραδωσουσιν γαρ υμας εις συνεδρια και εις συναγωγας δαρησεσθε και επι ηγεμονων και βασιλεων ενεκεν εμου εις μαρτυριον αυτοις
mark,13,10,και εις παντα τα εθνη δει πρωτον κηρυχθηναι το ευαγγελιον
mark,13,11,οταν δε αγαγωσιν υμας παραδιδοντες μη προμεριμνατε τι λαλησητε μηδε μελετατε αλλ ο εαν δοθη υμιν εν εκεινη τη ωρα τουτο λαλειτε ου γαρ εστε υμεις οι λαλουντες αλλα το πνευμα το αγιον
mark,13,12,παραδωσει δε αδελφος αδελφον εις θανατον και πατηρ τεκνον και επαναστησονται τεκνα επι γονεις και θανατωσουσιν αυτους
mark,13,13,και εσεσθε μισουμενοι υπο παντων δια το ονομα μου ο δε υπομεινας εις τελος ουτος σωθησεται
mark,13,14,οταν δε ιδητε το βδελυγμα της ερημωσεως το ρηθεν υπο δανιηλ του προφητου οπου ου δει ο αναγινωσκων νοειτω τοτε οι εν τη ιουδαια φευγετωσαν εις τα ορη
mark,13,15,ο δε επι του δωματος μη καταβατω εις την οικιαν μηδε εισελθετω αραι τι εκ της οικιας αυτου
mark,13,16,και ο εις τον αγρον ων μη επιστρεψατω εις τα οπισω αραι το ιματιον αυτου
mark,13,17,ουαι δε ταις εν γαστρι εχουσαις και ταις θηλαζουσαις εν εκειναις ταις ημεραις
mark,13,18,προσευχεσθε δε ινα μη γενηται η φυγη υμων χειμωνος
mark,13,19,εσονται γαρ αι ημεραι εκειναι θλιψις οια ου γεγονεν τοιαυτη απ αρχης κτισεως ης εκτισεν ο θεος εως του νυν και ου μη γενηται
mark,13,20,και ει μη κυριος εκολοβωσεν τας ημερας ουκ αν εσωθη πασα σαρξ αλλα δια τους εκλεκτους ους εξελεξατο εκολοβωσεν τας ημερας
mark,13,21,και τοτε εαν τις υμιν ειπη ιδου ωδε ο χριστος η ιδου εκει μη πιστευσητε
mark,13,22,εγερθησονται γαρ ψευδοχριστοι και ψευδοπροφηται και δωσουσιν σημεια και τερατα προς το αποπλαναν ει δυνατον και τους εκλεκτους
mark,13,23,υμεις δε βλεπετε ιδου προειρηκα υμιν παντα
mark,13,24,αλλ εν εκειναις ταις ημεραις μετα την θλιψιν εκεινην ο ηλιος σκοτισθησεται και η σεληνη ου δωσει το φεγγος αυτης
mark,13,25,και οι αστερες του ουρανου εσονται εκπιπτοντες και αι δυναμεις αι εν τοις ουρανοις σαλευθησονται
mark,13,26,και τοτε οψονται τον υιον του ανθρωπου ερχομενον εν νεφελαις μετα δυναμεως πολλης και δοξης
mark,13,27,και τοτε αποστελει τους αγγελους αυτου και επισυναξει τους εκλεκτους αυτου εκ των τεσσαρων ανεμων απ ακρου γης εως ακρου ουρανου
mark,13,28,απο δε της συκης μαθετε την παραβολην οταν αυτης ηδη ο κλαδος απαλος γενηται και εκφυη τα φυλλα γινωσκετε οτι εγγυς το θερος εστιν
mark,13,29,ουτως και υμεις οταν ταυτα ιδητε γινομενα γινωσκετε οτι εγγυς εστιν επι θυραις
mark,13,30,αμην λεγω υμιν οτι ου μη παρελθη η γενεα αυτη μεχρις ου παντα ταυτα γενηται
mark,13,31,ο ουρανος και η γη παρελευσονται οι δε λογοι μου ου μη παρελθωσιν
mark,13,32,περι δε της ημερας εκεινης και της ωρας ουδεις οιδεν ουδε οι αγγελοι οι εν ουρανω ουδε ο υιος ει μη ο πατηρ
mark,13,33,βλεπετε αγρυπνειτε και προσευχεσθε ουκ οιδατε γαρ ποτε ο καιρος εστιν
mark,13,34,ως ανθρωπος αποδημος αφεις την οικιαν αυτου και δους τοις δουλοις αυτου την εξουσιαν και εκαστω το εργον αυτου και τω θυρωρω ενετειλατο ινα γρηγορη
mark,13,35,γρηγορειτε ουν ουκ οιδατε γαρ ποτε ο κυριος της οικιας ερχεται οψε η μεσονυκτιου η αλεκτοροφωνιας η πρωι
mark,13,36,μη ελθων εξαιφνης ευρη υμας καθευδοντας
mark,13,37,α δε υμιν λεγω πασιν λεγω γρηγορειτε
mark,14,1,ην δε το πασχα και τα αζυμα μετα δυο ημερας και εζητουν οι αρχιερεις και οι γραμματεις πως αυτον εν δολω κρατησαντες αποκτεινωσιν
mark,14,2,ελεγον δε μη εν τη εορτη μηποτε θορυβος εσται του λαου
mark,14,3,και οντος αυτου εν βηθανια εν τη οικια σιμωνος του λεπρου κατακειμενου αυτου ηλθεν γυνη εχουσα αλαβαστρον μυρου ναρδου πιστικης πολυτελους και συντριψασα το αλαβαστρον κατεχεεν αυτου κατα της κεφαλης
mark,14,4,ησαν δε τινες αγανακτουντες προς εαυτους και λεγοντες εις τι η απωλεια αυτη του μυρου γεγονεν
mark,14,5,ηδυνατο γαρ τουτο πραθηναι επανω τριακοσιων δηναριων και δοθηναι τοις πτωχοις και ενεβριμωντο αυτη
mark,14,6,ο δε ιησους ειπεν αφετε αυτην τι αυτη κοπους παρεχετε καλον εργον ειργασατο εις εμε
mark,14,7,παντοτε γαρ τους πτωχους εχετε μεθ εαυτων και οταν θελητε δυνασθε αυτους ευ ποιησαι εμε δε ου παντοτε εχετε
mark,14,8,ο ειχεν αυτη εποιησεν προελαβεν μυρισαι μου το σωμα εις τον ενταφιασμον
mark,14,9,αμην λεγω υμιν οπου αν κηρυχθη το ευαγγελιον τουτο εις ολον τον κοσμον και ο εποιησεν αυτη λαληθησεται εις μνημοσυνον αυτης
mark,14,10,και ο ιουδας ο ισκαριωτης εις των δωδεκα απηλθεν προς τους αρχιερεις ινα παραδω αυτον αυτοις
mark,14,11,οι δε ακουσαντες εχαρησαν και επηγγειλαντο αυτω αργυριον δουναι και εζητει πως ευκαιρως αυτον παραδω
mark,14,12,και τη πρωτη ημερα των αζυμων οτε το πασχα εθυον λεγουσιν αυτω οι μαθηται αυτου που θελεις απελθοντες ετοιμασωμεν ινα φαγης το πασχα
mark,14,13,και αποστελλει δυο των μαθητων αυτου και λεγει αυτοις υπαγετε εις την πολιν και απαντησει υμιν ανθρωπος κεραμιον υδατος βασταζων ακολουθησατε αυτω
mark,14,14,και οπου εαν εισελθη ειπατε τω οικοδεσποτη οτι ο διδασκαλος λεγει που εστιν το καταλυμα οπου το πασχα μετα των μαθητων μου φαγω
mark,14,15,και αυτος υμιν δειξει ανωγεον μεγα εστρωμενον ετοιμον εκει ετοιμασατε ημιν
mark,14,16,και εξηλθον οι μαθηται αυτου και ηλθον εις την πολιν και ευρον καθως ειπεν αυτοις και ητοιμασαν το πασχα
mark,14,17,και οψιας γενομενης ερχεται μετα των δωδεκα
mark,14,18,και ανακειμενων αυτων και εσθιοντων ειπεν ο ιησους αμην λεγω υμιν οτι εις εξ υμων παραδωσει με ο εσθιων μετ εμου
mark,14,19,οι δε ηρξαντο λυπεισθαι και λεγειν αυτω εις καθ εις μητι εγω και αλλος μητι εγω
mark,14,20,ο δε αποκριθεις ειπεν αυτοις εις εκ των δωδεκα ο εμβαπτομενος μετ εμου εις το τρυβλιον
mark,14,21,ο μεν υιος του ανθρωπου υπαγει καθως γεγραπται περι αυτου ουαι δε τω ανθρωπω εκεινω δι ου ο υιος του ανθρωπου παραδιδοται καλον ην αυτω ει ουκ εγεννηθη ο ανθρωπος εκεινος
mark,14,22,και εσθιοντων αυτων λαβων ο ιησους αρτον ευλογησας εκλασεν και εδωκεν αυτοις και ειπεν λαβετε φαγετε τουτο εστιν το σωμα μου
mark,14,23,και λαβων το ποτηριον ευχαριστησας εδωκεν αυτοις και επιον εξ αυτου παντες
mark,14,24,και ειπεν αυτοις τουτο εστιν το αιμα μου το της καινης διαθηκης το περι πολλων εκχυνομενον
mark,14,25,αμην λεγω υμιν οτι ουκετι ου μη πιω εκ του γεννηματος της αμπελου εως της ημερας εκεινης οταν αυτο πινω καινον εν τη βασιλεια του θεου
mark,14,26,και υμνησαντες εξηλθον εις το ορος των ελαιων
mark,14,27,και λεγει αυτοις ο ιησους οτι παντες σκανδαλισθησεσθε εν εμοι εν τη νυκτι ταυτη οτι γεγραπται παταξω τον ποιμενα και διασκορπισθησεται τα προβατα
mark,14,28,αλλα μετα το εγερθηναι με προαξω υμας εις την γαλιλαιαν
mark,14,29,ο δε πετρος εφη αυτω και ει παντες σκανδαλισθησονται αλλ ουκ εγω
mark,14,30,και λεγει αυτω ο ιησους αμην λεγω σοι οτι σημερον εν τη νυκτι ταυτη πριν η δις αλεκτορα φωνησαι τρις απαρνηση με
mark,14,31,ο δε εκ περισσου ελεγεν μαλλον εαν με δεη συναποθανειν σοι ου μη σε απαρνησομαι ωσαυτως δε και παντες ελεγον
mark,14,32,και ερχονται εις χωριον ου το ονομα γεθσημανη και λεγει τοις μαθηταις αυτου καθισατε ωδε εως προσευξωμαι
mark,14,33,και παραλαμβανει τον πετρον και τον ιακωβον και ιωαννην μεθ εαυτου και ηρξατο εκθαμβεισθαι και αδημονειν
mark,14,34,και λεγει αυτοις περιλυπος εστιν η ψυχη μου εως θανατου μεινατε ωδε και γρηγορειτε
mark,14,35,και προελθων μικρον επεσεν επι της γης και προσηυχετο ινα ει δυνατον εστιν παρελθη απ αυτου η ωρα
mark,14,36,και ελεγεν αββα ο πατηρ παντα δυνατα σοι παρενεγκε το ποτηριον απ εμου τουτο αλλ ου τι εγω θελω αλλα τι συ
